AuthorID,Author,Date,Content,Attachments,Reactions
2.69994E+17,Cblast#2108,2022-05-13 11:45,@here Day 1 Results | Account up 28%,https://cdn.discordapp.com/attachments/972215994770673664/974729104245026836/IMG_5346.png,"😈 (123),❤️ (141),👍 (105),cashFlow (41),🔥 (62),bullgang (25),LFG (19),ELON (21),💋 (21),🥇 (21),bezos (18),🐐 (27),🤌 (20),🐶 (19),🦮 (16),🍴 (16),1_ (20),🚀 (18),vince (13),ElonP (11)"
2.69994E+17,Cblast#2108,2022-05-16 8:34,BTO SPX 3920p 05/16 @ 1.10 @here,,"BullTrades (28),BullTrades (13),🔥 (29),❓ (15),✅ (13),penceMeh (6),👍 (8),Biden (4),FeelsOKMan (2),🇫 (1),🇨 (2),🇰 (1),😩 (2),🇲 (1),🇪 (1)"
2.69994E+17,Cblast#2108,2022-05-16 8:34,Price Target: 3990 Stop: 30% Trailing,,"🇹 (3),🇮 (1),tesla (2),🇸 (1)"
2.69994E+17,Cblast#2108,2022-05-16 8:42,STC SPX 3920p 05/16 @ 1.55 @here (40%),,"BullTrades (39),BullTrades (12),🔥 (55),❓ (18),200iq (9),❔ (12),🤔 (9),🟩 (11),🔴 (6),👍 (13),🐐 (9),🚀 (7)"
2.69994E+17,Cblast#2108,2022-05-16 8:59,@here Contracts are 60% now if you missed the fill (I alert earlier close before move is complete so you have time to catch move),,"👍 (79),thisthough (15),1_ (11),🔥 (20),💥 (13),BullTrades (7),🤝 (7),peepoheart (4),moot (3),🦮 (1),🥰 (2),XiBless (1)"
2.69994E+17,Cblast#2108,2022-05-17 13:13,"@here Next trade will be SPX/SPY 0DTE tomorrow, will post levels in morning",,"👍 (173),vince (36),salute (35),200iq (27),100000 (20),🙏 (31),💰 (25),1_ (18),sip (16),PU_pepeNoted (15),ArmLeft (18),PES_Heart (14),🤝 (19),ElonP (17),PeepoTropical (14),LFG (12),stonks (14),🔥 (19),Amazing (19),tendies (11)"
2.69994E+17,Cblast#2108,2022-05-18 11:11,"@here Going to wait for Friday on this for SPY 0DTE, SPX is to risky on a small account",,"👍 (106),salute (24),CH_Heart (15),🤝 (5),sip (3)"
2.69994E+17,Cblast#2108,2022-05-18 13:23,@here Gameplan was to play Bottom Reversal on SPY after BT Cloud flip which never happened today. (Red Cloud since open Intraday). No reason to force a trade while our account is up 75% on the week in 3 Trades. We are focused on achieving consistent growth on high quality setups.,,"🙏 (73),💯 (44),👍 (49),salute (16),🧀 (8),ElonP (8),weSmart (12),fire (10),rightleg (6),🤝 (5)"
2.69994E+17,Cblast#2108,2022-05-18 18:06,"@here SQ Potential Play for Tomorrow with Great R/R for Both Directions 

Daily: Shooting Star, 14EMA rejection, Increasing Volume, Resting on Bottom of High Volume Node

1hr: Island Top, EMA compression at 83, BT Cloud Flip, Price Divergence, Volume Exhaustion 

Gameplan: 90c > 85 | 75p < 79",,"👀 (66),😁 (21),vince (23),🍞 (14),👍 (30),🔥 (24),mov (10),salute (8),BullTrades (8),Cblast (8),🤝 (4)"
2.69994E+17,Cblast#2108,2022-05-19 7:53,"BTO SQ 90c 05/20 @ 0.65 @here (Day Trade, RISKY)",,"BullTrades (11),BullTrades (9),vince (7),peepoeyes (1),😫 (6),😭 (6),wut (3),😢 (9)"
2.69994E+17,Cblast#2108,2022-05-19 7:53,Price Target: 86 Stop: 82,,
2.69994E+17,Cblast#2108,2022-05-19 7:56,STC SQ 90c 05/20 @ 0.98 @here (50%),,"BullTrades (11),BullTrades (7),heart (17),200iq (5),❓ (3),🤣 (4),🍭 (1),😢 (11),💪🏽 (2)"
2.69994E+17,Cblast#2108,2022-05-19 7:56,@here Contracts are 1.20 as I typed this 90%,,"🔥 (32),🚀 (11),salute (4),🟩 (3)"
2.69994E+17,Cblast#2108,2022-05-19 8:01,@here Account up 110% in less than a week,https://cdn.discordapp.com/attachments/972215994770673664/976847123926646904/IMG_5521.png,"🔥 (67),vince (19),❤️ (21),🐐 (21),hyperpog (13),👌 (15),😢 (12),👍 (15),🙅‍♂️ (3),✅ (6),200iq (4)"
2.69994E+17,Cblast#2108,2022-05-19 8:07,@here Trade Review will be posted AH,,"💯 (31),👍 (18)"
2.69994E+17,Cblast#2108,2022-05-19 9:34,BTO SPX 4020c 05/19 @ 0.20 @here (Lotto),,"BullTrades (21),BullTrades (11),👍 (21),hyperpog (12),pepedisco (6),🤝 (4),weSmart (1)"
2.69994E+17,Cblast#2108,2022-05-19 9:34,1 contract,,
2.69994E+17,Cblast#2108,2022-05-19 9:38,STC SPX 4020c 05/19 @ 0.40 @here (100%),,"BullTrades (24),BullTrades (12),vince (14),fires (35),🔥 (26),🐐 (13),⤴️ (3),❤️ (5),peepoanger (3),🤝 (2),fire (3),weSmart (1)"
2.69994E+17,Cblast#2108,2022-05-19 13:34,@here Review of SQ Trade,https://cdn.discordapp.com/attachments/972215994770673664/976930880100634664/SQ_2022-05-19_15-30-51.png,"💯 (73),🔥 (62),1_ (16),LFG (7),🧠 (11),🐐 (8),👍 (11),🥰 (2)"
2.69994E+17,Cblast#2108,2022-05-20 8:00,@here Gameplan on this account is TQQQ 05/27 30 calls if market decides to go,,"FeelsOKMan (32),👍 (59),🥰 (15),👀 (20),🚀 (13),mov (1)"
2.69994E+17,Cblast#2108,2022-05-20 11:00,"@here Week 1 Challenge Account Results 

Total Account up 127% ✅
4 Wins 0 Losses 🎯
(3 Puts on $SPY 1 Call on $SQ)

Our Focus is on Consistent Weekly Growth with Proper Risk Management and Proper Sizing (No Full Ports)",https://cdn.discordapp.com/attachments/972215994770673664/977254532591521863/IMG_5553.png,"🔥 (89),🙏 (37),💯 (23),👍 (29),cat_rave (12),FeelsOKMan (5),💥 (8),🇱 (8),🇫 (8),🇬 (9),danceboi (4),CH_NeonYes (7),fire (7),dance (3),BCF (2),pepewow (3)"
2.69994E+17,Cblast#2108,2022-05-23 7:41,BTO RIVN 35c 05/27 @ 0.06 @here (Weekly Lotto),,"BullTrades (24),BullTrades (11),👀 (15),peepoeyes (15),salute (11),🤝 (11),XiBless (6),🚀 (18),🔥 (15),😿 (4),🤌 (3)"
2.69994E+17,Cblast#2108,2022-05-23 7:41,Price Target: ITM,,
2.69994E+17,Cblast#2108,2022-05-23 7:42,@here 1 Contract,,
2.69994E+17,Cblast#2108,2022-05-24 7:31,"STC RIVN 35c 05/27 @ 0.07 @here (Stopped Out,)",,"BullTrades (5),BullTrades (3),heart (3),🤝 (4),facepalmkekw (5),❔ (8)"
2.69994E+17,Cblast#2108,2022-05-24 7:42,@here Looking for a setup now to put $100-$150 BP into,,"🔥 (56),yessir (23),ELON (10),vince (9),🤌 (9),Weird_Face (6),🚀 (5)"
2.69994E+17,Cblast#2108,2022-05-24 8:22,"BTO NVDA 182.5c 05/27 @ 1.40 @here (High Risk, Scalp/Day Trade)",,"BullTrades (8),BullTrades (7),heart (8),👍 (7),MORE (1)"
2.69994E+17,Cblast#2108,2022-05-24 8:22,Price Target: 162.30 Stop: 157.77,,
2.69994E+17,Cblast#2108,2022-05-24 8:24,Entry with tight stop below white line,https://cdn.discordapp.com/attachments/972215994770673664/978664835774566400/unknown.png,mov (4)
2.69994E+17,Cblast#2108,2022-05-24 8:24,,https://cdn.discordapp.com/attachments/972215994770673664/978664912924606494/unknown.png,
2.69994E+17,Cblast#2108,2022-05-24 8:25,with increasing buy volume,https://cdn.discordapp.com/attachments/972215994770673664/978665047595311144/unknown.png,"mov (6),MORE (3)"
2.69994E+17,Cblast#2108,2022-05-24 8:26,intrday 14ema target of 161,,"🚀 (12),MORE (3)"
2.69994E+17,Cblast#2108,2022-05-24 8:31,STC NVDA 182.5c 05/27 @ 1.74 @here,,"BullTrades (13),BullTrades (6),salute (12),👍🏻 (14),fires (21),🔥 (6),MORE (3)"
2.69994E+17,Cblast#2108,2022-05-24 8:31,@here I'm still holding this on regular account but target met for Challenge of 161,,"👍 (18),yessir (9),MORE (4)"
2.69994E+17,Cblast#2108,2022-05-24 8:35,"@here Counter Trend trades can turn against you quick, which is why we are locking in profit fast when the risk in trade is greater than 10% of portfolio",,"BullTrades (21),ArmLeft (8),👍 (13),mov (8),1_ (9),MORE (6),fire (4)"
2.69994E+17,Cblast#2108,2022-05-24 8:36,We can start to hold trades longer when the risk is less than 10%,,"👍 (37),👆 (12),MORE (7),1_ (9)"
2.69994E+17,Cblast#2108,2022-05-25 7:35,@here Played SPX but moved way to fast to alert,"https://cdn.discordapp.com/attachments/972215994770673664/979014915799015424/IMG_5676.png,https://cdn.discordapp.com/attachments/972215994770673664/979014916117762088/IMG_5675.png","BullTrades (10),😂 (29),🔥 (10),🥲 (36),👎 (33),🚀 (4),KEKW (3),👽 (1),monkeyL (1),🇨 (1),🇷 (1),🇾 (1)"
2.69994E+17,Cblast#2108,2022-05-25 7:38,@here Gamelan was posted in Tech chat? Break of 393.20 with chart but contracts were up 30%+ in seconds as I was typing,https://cdn.discordapp.com/attachments/972215994770673664/979015495653163038/IMG_5677.png,"BullTrades (4),thisthough (3),😫 (9),💯 (4)"
2.69994E+17,Cblast#2108,2022-05-25 7:38,,https://cdn.discordapp.com/attachments/972215994770673664/979015557905014844/unknown.png,"💯 (3),🔥 (4)"
2.69994E+17,Cblast#2108,2022-05-26 6:45,"@here 2 Triggers I'm watching on /ES (Rising Wedge Structure 1hr)

4010 on Upside with 4075 Target
3970 on Downside with a 3925 Target",,"BullTrades (19),🤑 (13),🔥 (17),mov (4),fire (8),🤝 (3),pepethinking (1),1_ (3),MORE (1)"
2.69994E+17,Cblast#2108,2022-05-26 6:47,4100c and 3900p on SPX 05/26,,
2.69994E+17,Cblast#2108,2022-05-26 6:48,If we time the move right can get a quick 100%+ on these strikes in minutes,,"🔥 (50),1_ (13),👍 (17),WeeWooG (14),🙏 (13),pepethinking (3),MORE (1)"
2.69994E+17,Cblast#2108,2022-05-26 10:48,@here Missed Entry on 4100c while closing positions on regular account. Planning on staying cash into close so we can reach weekly goal tomorrow of 200% gain. ($50 Short),,"🔥 (30),salute (12),🤘🏼 (7),👍 (13)"
2.69994E+17,Cblast#2108,2022-05-26 10:48,Gameplan will be posted before open,,"💚 (29),👍 (5)"
2.69994E+17,Cblast#2108,2022-05-26 10:49,Plan on using $100-$200 BP on setup,,"BullTrades (16),peepoyes (8),👍 (29)"
2.69994E+17,Cblast#2108,2022-05-27 6:23,"@here Gameplan and Triggers on /ES

4075 on Upside with 4120 Target (4100c SPX)
4040 on Downside with 4008 Target (4000p SPX)

If we have enough BP looking at AMZN 2300c 0DTE on break of 2255 for a quick 50-100% in minutes",,"🔥 (40),200iq (8),👍 (18),100000 (5),🚀 (8),evapanda (2),MORE (2)"
2.69994E+17,Cblast#2108,2022-05-27 8:29,@here We will be playing AMZN around 2pm EST,,"vince (40),yessir (25),👍 (41),👀 (22),🐐 (10),🔥 (18),🤝 (5),mov (1),MORE (1),rightleg (1),🥰 (2),fire (3)"
2.69994E+17,Cblast#2108,2022-05-27 10:17,BTO SQ 89p 05/27 @ 0.75 @here (0DTE),,"BullTrades (6),BullTrades (7),🔥 (12),🟩 (5),money (4),200iq (2),🎯 (2),😂 (1),Tyson (1)"
2.69994E+17,Cblast#2108,2022-05-27 10:17,Price Target: 88.11 Stop: 90,,
2.69994E+17,Cblast#2108,2022-05-27 10:29,@here Target on SQ,https://cdn.discordapp.com/attachments/972215994770673664/979783470068944896/unknown.png,"👍 (34),✅ (13),👀 (10),mov (5),😩 (7),❓ (5),😰 (6),arrowdown (2)"
2.69994E+17,Cblast#2108,2022-05-27 11:35,"@here Watching this on AMZN Intraday, potential bounce at 2253",https://cdn.discordapp.com/attachments/972215994770673664/979799943080464444/unknown.png,"👍 (27),1_ (8),peepopray (2)"
2.69994E+17,Cblast#2108,2022-05-27 11:35,@here If that breaks looking at 2230 Puts and if we bounce 2300 calls,,
2.69994E+17,Cblast#2108,2022-05-27 11:36,"Will move quick, have your triggers/conditional orders ready",,"👀 (7),🆙 (2),rip (1),🍴 (1)"
2.69994E+17,Cblast#2108,2022-05-27 13:22,STC SQ 89p 05/27 @ 0.05 @here (First Loss on Challenge),,"BullTrades (4),BullTrades (4),😭 (12),trumpthump (3),moot (2),😩 (3),🫂 (2)"
2.69994E+17,Cblast#2108,2022-05-27 13:22,,https://cdn.discordapp.com/attachments/972215994770673664/979826872143728640/IMG_5765.png,
2.69994E+17,Cblast#2108,2022-05-27 13:22,I should of followed my own advice,,1_ (4)
2.69994E+17,Cblast#2108,2022-05-27 13:24,@here $285.52 Finally Weekly Balance (Total Account up 25% on the Week),,"✅ (16),salute (5),👍 (11),🤷 (6),fire (7),danceboi (4),CH_NeonYes (4),🙌 (4)"
2.69994E+17,Cblast#2108,2022-05-27 13:27,,https://cdn.discordapp.com/attachments/972215994770673664/979828100449833000/IMG_5767.png,"♥️ (5),wsb (5)"
2.69994E+17,Cblast#2108,2022-05-27 13:34,@here Next Week we will focus more on continuation plays instead of counter trend reversals and get account to $500+,,"💯 (58),🔥 (36),🐐 (14),Cblast (9),💰 (8),104 (8),CH_NeonYes (8),arrowup (7),👍 (16),✅ (2)"
2.69994E+17,Cblast#2108,2022-05-28 13:01,@here Posted a thread on How I find and execute on setups using the Dashboard https://twitter.com/CblastBT/status/1530583185825927170?s=20&t=gdNj0yCkjwbCUw-aFG9LQg,,"vince (16),WeeWooG (19),👍 (28),🔥 (18),salute (7),💯 (1)"
2.69994E+17,Cblast#2108,2022-05-31 6:58,"@here  2 Triggers I'm watching on RIVN (1hr Rising Wedge, Intraday Flag, Daily Cloud Flip)

32 on Upside with 34 Target (35 Calls)
30.50 on Downside with 29.20 Target (27 Puts)",https://cdn.discordapp.com/attachments/972215994770673664/981179759151177768/unknown.png,"vince (11),🔥 (19),👍 (19),trumppump (3),BullTrades (1),🤑 (3)"
2.69994E+17,Cblast#2108,2022-05-31 6:59,@here Planning to play option under 0.50 (1 Contract),,👍 (21)
2.69994E+17,Cblast#2108,2022-05-31 8:04,BTO RIVN 27p 06/03 @ 0.28 @here (Day Trade),,"BullTrades (14),BullTrades (7),salute (6),1_ (9),🤝 (7),ElonP (3),MonkaS (5),XiBless (1)"
2.69994E+17,Cblast#2108,2022-05-31 8:17,Price Target: 26.57 Stop: 31.60,,"👍 (20),salute (1),XiBless (1),wojak (2),winning (1)"
2.69994E+17,Cblast#2108,2022-05-31 8:30,STC RIVN 27p 06/03 @ 0.21 @here (Stopped Out),,"BullTrades (5),BullTrades (3),MonkaS (6),FPepe (7),🤝 (4),sweat (1),🫂 (2)"
2.69994E+17,Cblast#2108,2022-05-31 9:04,BTO DIS 116c 06/03 @ 0.11 @here (Weekly Lotto),,"BullTrades (12),BullTrades (4),🤝 (4),heart (2)"
2.69994E+17,Cblast#2108,2022-05-31 9:05,Price Target: ITM,,
2.69994E+17,Cblast#2108,2022-05-31 9:06,,https://cdn.discordapp.com/attachments/972215994770673664/981212016582738000/DIS_2022-05-31_11-04-09.png,"👍 (9),salute (2)"
2.69994E+17,Cblast#2108,2022-05-31 9:07,"Trend Reversal on Daily, 3 White Soldiers, Increasing Buy volume, Hammer Above Cloud, RSI Crossing 50, + repeat bullish flow",,"🔥 (35),ArmLeft (10),salute (7),💚 (9)"
2.69994E+17,Cblast#2108,2022-05-31 13:34,@here Halfway there,https://cdn.discordapp.com/attachments/972215994770673664/981279401553567864/IMG_5839.jpg,"🔥 (40),🚀 (17),💰 (7),👑 (6),🌮 (7),🤝 (7)"
2.69994E+17,Cblast#2108,2022-05-31 13:44,STC DIS 116c 06/03 @ 0.21 @here (90%),,"BullTrades (17),BullTrades (9),🎯 (27),👍 (29)"
2.69994E+17,Cblast#2108,2022-06-01 6:49,"@here  SPY Gameplan

420c > 416.50 | 410p < 413.95",,"👍 (39),salute (7),❤️ (1)"
2.69994E+17,Cblast#2108,2022-06-01 6:49,,https://cdn.discordapp.com/attachments/972215994770673664/981540068416188426/unknown.png,👀 (20)
2.69994E+17,Cblast#2108,2022-06-01 7:30,"@here Gameplan is to wait till after lunch and look for a cheap 0DTE SPX option under 0.50 (If we get a retest of range at a strong area of confluence before then, we will enter early on SPY 0DTE)",,"salute (34),🤝 (20),🐐 (15),wizard (8),Cblast (4),🤘🏼 (3),💪 (3)"
2.69994E+17,Cblast#2108,2022-06-01 11:49,"@here Staying Cash into Close.

At current levels we would have to play $2-3 OTM on SPY which has to net a $5+ move in the next 2 hours to profit 100%+.  

Don't like the R/R on this for challenge when our position size will be around 12-20% of Portfolio with a HIGH RISK 0DTE.",,"👍 (59),💯 (13),☝️ (8),✍️ (10),📓 (4),weSmart (7),🤞 (4),winning (4)"
2.69994E+17,Cblast#2108,2022-06-02 7:05,"@here 2 Triggers I'm watching on $SPY $SPX (Rising Wedge Structure)

4160 📈 | 4071 📉

Targets: 4240 | 3998
06/02 Contracts: 4200c | 4000p

Levels can be played both directions, Breakout or Rejection (Wait for Confirmation 3-5 Candles)",https://cdn.discordapp.com/attachments/972215994770673664/981906316731744266/VIX_2022-06-02_08-56-20.png,"🤘🏼 (19),👍 (31),1_ (10),🔥 (1)"
2.69994E+17,Cblast#2108,2022-06-02 9:27,BTO SPX 4080p 06/02 @ 2.65 @here (High Risk),,"BullTrades (11),BullTrades (6),yessir (6),🔥 (7)"
2.69994E+17,Cblast#2108,2022-06-02 9:27,Price Target: 4100 Stop: 4125,,
2.69994E+17,Cblast#2108,2022-06-02 9:32,STC SPX 4080p 06/02 @ 3.30 @here,,"BullTrades (9),BullTrades (5),peperain (3),🔥 (12),pepedisco (2)"
2.69994E+17,Cblast#2108,2022-06-02 9:33,@here These candles are way to volatile to hold to price target when we are risking almost 90% of portfolio,,"😭 (4),👍 (4)"
2.69994E+17,Cblast#2108,2022-06-02 9:44,"@here 4.10 and 55% a few minutes after my sell, I’m playing safe and alerting early closes when  risking above 10% of portfolio in a trade",,"👍 (35),😢 (3),😭 (3),❤️ (5)"
2.69994E+17,Cblast#2108,2022-06-02 12:29,@here Gameplan Tomorrow $355 -> $700,,"vince (67),✅ (52),👍 (34),ArmLeft (10),🧀 (5)"
2.69994E+17,Cblast#2108,2022-06-03 6:25,"@here Game Plan  📝

🛍️ $AMZN 2600c > 2520 | 2400p < 2480",,"💰 (35),👍 (19),🥰 (9),🔥 (8),💯 (6)"
2.69994E+17,Cblast#2108,2022-06-03 7:54,BTO AMZN 2570c 06/03 @ 3.15 @here (0DTE),,"BullTrades (9),BullTrades (4),peepoeyes (6),vince (6),👍 (3),1_ (4),👀 (4)"
2.69994E+17,Cblast#2108,2022-06-03 7:54,Price Target: 2520 Stop: 2465,,
2.69994E+17,Cblast#2108,2022-06-03 7:58,STC AMZN 2570c 06/03 @ 3.80 @here,,"BullTrades (4),BullTrades (2),🔥 (7),😢 (3),⏱️ (1)"
2.69994E+17,Cblast#2108,2022-06-03 7:58,@here Going to wait for break of 2485 for reentry,,
2.69994E+17,Cblast#2108,2022-06-03 8:00,BTO CHWY 30c 06/03 @ 0.34 @here (McD or Steak Dinner Lotto),,"BullTrades (6),BullTrades (2),heart (3),👀 (3)"
2.69994E+17,Cblast#2108,2022-06-03 9:44,@here 29.50 is Trigger on CHWY for more upside with 30.41 Target,,👍 (12)
2.69994E+17,Cblast#2108,2022-06-03 12:41,STC CHWY 30c 06/03 @ 0.05 @here,,"BullTrades (2),BullTrades (1),🔥 (1)"
2.69994E+17,Cblast#2108,2022-06-03 12:41,"@here Calling it a Day, Challenge Account up 35% on the Week 

4 Wins 1 Loss (From Lotto)",,🔥 (5)
2.69994E+17,Cblast#2108,2022-06-03 12:41,,https://cdn.discordapp.com/attachments/972215994770673664/982353423737438338/IMG_5891.png,"👍 (18),🔥 (10),BullTrades (1)"
2.69994E+17,Cblast#2108,2022-06-03 12:55,@here After reviewing all 13 trades we would of hit our $500 goal if we did not take the 2 losses on the Friday 0DTE Lottos. Next week we will only risk < 10% of Total weekly profits (Monday-Thursday) on them.,,"gains (15),😘 (6),💰 (10),salute (9),👍 (11),fire (9),heart (1)"
2.69994E+17,Cblast#2108,2022-06-06 7:23,@here Gameplan today is wait for Flow + TA to confirm entry on watchlist in #🌎︱market-insights (I'll mention what I'm watching before entry),,"👍 (23),salute (7),🙏 (1)"
2.69994E+17,Cblast#2108,2022-06-06 8:24,BTO FB 210c 06/10 @ 0.27 @here (Starter),,"BullTrades (10),BullTrades (7),👀 (6),LFG (6),👍 (8),1_ (2),🚀 (1),🔥 (1)"
2.69994E+17,Cblast#2108,2022-06-06 8:24,Price Target: 205 Stop: 190,,
2.69994E+17,Cblast#2108,2022-06-06 8:24,@here 205c better contract at 0.80 but I don't want to risk 20% into a weekly on Monday.,,
2.69994E+17,Cblast#2108,2022-06-06 8:26,Plan on Swinging this for 2-3 days,,"👀 (17),👍 (12),❓ (1)"
2.69994E+17,Cblast#2108,2022-06-06 8:27,BTO SQ 90c 06/10 @ 1.63 @here (Day Trade),,"BullTrades (6),BullTrades (3),vince (3),heart (3)"
2.69994E+17,Cblast#2108,2022-06-06 8:27,Price Target: 88.50 Stop: 82.50,,
2.69994E+17,Cblast#2108,2022-06-06 8:38,STC SQ 90c 06/10 @ 1.90 @here,,"BullTrades (10),BullTrades (6),WeeWooG (12),👍 (9)"
2.69994E+17,Cblast#2108,2022-06-06 8:42,STC FB 210c 06/10 @ 0.28 @here,,"BullTrades (6),BullTrades (3),🥝 (2)"
2.69994E+17,Cblast#2108,2022-06-06 8:42,"@here Price Started to Stall out here right under overhead resistance, going cash and done for the day",,"yessir (12),👍 (1)"
2.69994E+17,Cblast#2108,2022-06-06 8:43,@here $550 remaining by Friday,https://cdn.discordapp.com/attachments/972215994770673664/983380535785164820/IMG_5969.png,"BullTrades (10),🪆 (3),heart (4)"
2.69994E+17,Cblast#2108,2022-06-06 10:27,"BTO RIVN 32c 06/10 @ 0.31 @here (Low Risk Swing, 1 Contract)",,"BullTrades (4),BullTrades (1),🤝 (7),salute (2),MonkaS (1),ArmLeft (1)"
2.69994E+17,Cblast#2108,2022-06-06 10:31,"28.75 weekly dynamic support on RIVN, intraday setup off 1,5,15",,
2.69994E+17,Cblast#2108,2022-06-06 10:31,Price Target: 32.70 Stop: 28,,
2.69994E+17,Cblast#2108,2022-06-06 11:01,STC RIVN 32c 06/10 @ 0.34 @here (Heading to the Beach so closing this out),,"BullTrades (5),BullTrades (3),⛱️ (11),heart (1)"
2.69994E+17,Cblast#2108,2022-06-06 11:05,@here If you plan on staying in trade this is why we entered,https://cdn.discordapp.com/attachments/972215994770673664/983416261457375262/unknown.png,"💰 (8),FeelsOKMan (5),pepe_notes (3),👍 (6)"
2.69994E+17,Cblast#2108,2022-06-06 11:05,Confluence with weekly chart level ~28.75,,
2.69994E+17,Cblast#2108,2022-06-06 11:07,and previous May 6th low before gap down from Lockup expiration,,👍 (9)
2.69994E+17,Cblast#2108,2022-06-07 7:25,"@here Gameplan today is to wait for dashboard to give us a high quality technical setup with repeat flow (Starting with only $250K+ filter on, then will switch to OTM Calls/Puts with Vol > OI)",,👍 (61)
2.69994E+17,Cblast#2108,2022-06-07 9:04,@here Waiting till around 2pm EST on this account,,"heart (33),yessir (20)"
2.69994E+17,Cblast#2108,2022-06-07 13:49,@here We will take the PYPL setup EOW before close Friday if setup is still valid,,"👍 (29),❓ (8)"
2.69994E+17,Cblast#2108,2022-06-07 14:42,,"https://cdn.discordapp.com/attachments/972215994770673664/983833387234099230/PYPL_2022-06-07_11-59-09.png,https://cdn.discordapp.com/attachments/972215994770673664/983833387481587772/IMG_6016.png","104 (7),👀 (3)"
7.06688E+17,Cedar#9754,2022-06-07 14:55,I love PYPL for LT of we can get eh market to cooperate..,,"vince (6),salute (6),1_ (2)"
2.69994E+17,Cblast#2108,2022-06-08 7:06,"@here Watching CHWY off the open, 32 Calls on break of 29 and 26 Puts below 27.55",,"👍 (31),👀 (5)"
